order_id,product_id,user_id,order_date,quantity,payment_amount,refund_flag,channel
O000114,P1001,U001117,2026-03-04,1,391.02,0,recommendation
O000115,P1001,U000289,2026-03-04,2,758.10,0,recommendation
O000116,P1001,U001001,2026-03-04,1,391.02,0,campaign
O000117,P1001,U001980,2026-03-04,1,379.05,0,recommendation
O000118,P1001,U002259,2026-03-04,1,379.05,0,search
O000119,P1001,U000365,2026-03-04,1,391.02,0,search
O000120,P1001,U001796,2026-03-04,1,391.02,0,search
O000121,P1001,U000878,2026-03-04,1,399.00,1,search
O000122,P1001,U001626,2026-03-04,1,379.05,0,search
O000123,P1002,U002168,2026-03-04,1,719.10,0,direct
O000124,P1002,U002136,2026-03-04,1,719.10,0,direct
O000125,P1002,U001523,2026-03-04,1,783.02,0,campaign
O000126,P1002,U000544,2026-03-04,1,799.00,0,campaign
O000127,P1002,U002126,2026-03-04,1,719.10,0,search
O000128,P1002,U001424,2026-03-04,2,1518.10,0,recommendation
O000129,P1002,U000265,2026-03-04,1,799.00,0,search
O000130,P1002,U002021,2026-03-04,1,719.10,0,search
O000131,P1003,U001159,2026-03-04,1,449.82,0,search
O000132,P1003,U001029,2026-03-04,1,459.00,0,campaign
O000133,P1003,U002599,2026-03-04,1,449.82,0,recommendation
O000134,P1003,U002158,2026-03-04,1,459.00,0,campaign
O000135,P1003,U001286,2026-03-04,1,449.82,0,direct
O000136,P1003,U000232,2026-03-04,1,459.00,0,recommendation
O000137,P1004,U001538,2026-03-04,1,269.00,0,search
O000138,P1004,U001080,2026-03-04,1,263.62,0,campaign
O000139,P1004,U000007,2026-03-04,1,269.00,0,direct
O000140,P1004,U001560,2026-03-04,1,242.10,0,direct
O000141,P1005,U000020,2026-03-04,1,129.00,0,recommendation
O000142,P1005,U002191,2026-03-04,1,116.10,0,search
O000143,P1005,U002431,2026-03-04,1,129.00,0,search
O000144,P1005,U001081,2026-03-04,2,232.20,0,campaign
O000145,P1005,U001369,2026-03-04,2,232.20,0,search
O000146,P1005,U001408,2026-03-04,1,129.00,0,recommendation
O000147,P1001,U000674,2026-03-05,1,379.05,0,recommendation
O000148,P1001,U001618,2026-03-05,1,379.05,0,search
O000149,P1001,U000455,2026-03-05,1,391.02,0,search
O000150,P1001,U001745,2026-03-05,1,399.00,0,direct
O000151,P1001,U001043,2026-03-05,1,399.00,0,recommendation
O000152,P1001,U001266,2026-03-05,1,391.02,0,recommendation
O000153,P1001,U000045,2026-03-05,1,399.00,0,recommendation
O000154,P1001,U000505,2026-03-05,2,782.04,0,recommendation
O000155,P1001,U000411,2026-03-05,1,379.05,0,recommendation
O000156,P1001,U000056,2026-03-05,2,798.00,0,search
O000157,P1001,U000667,2026-03-05,1,391.02,0,recommendation
O000158,P1001,U000518,2026-03-05,1,379.05,0,search
O000159,P1001,U000515,2026-03-05,1,379.05,0,search
O000160,P1001,U001313,2026-03-05,2,782.04,0,search
O000161,P1002,U002583,2026-03-05,1,759.05,0,search
O000162,P1002,U001132,2026-03-05,1,799.00,0,campaign
O000163,P1002,U002522,2026-03-05,1,799.00,0,recommendation
O000164,P1002,U000996,2026-03-05,1,719.10,0,recommendation
O000165,P1002,U000118,2026-03-05,1,719.10,0,recommendation
O000166,P1002,U000644,2026-03-05,1,783.02,0,campaign
O000167,P1002,U000875,2026-03-05,1,719.10,0,recommendation
O000168,P1002,U001388,2026-03-05,1,799.00,0,search
O000169,P1003,U002118,2026-03-05,1,459.00,0,search
O000170,P1003,U001751,2026-03-05,1,413.10,0,direct
O000171,P1003,U000942,2026-03-05,1,449.82,0,search
O000172,P1003,U001979,2026-03-05,1,436.05,0,search
O000173,P1003,U001703,2026-03-05,1,413.10,0,campaign
O000174,P1003,U000420,2026-03-05,1,449.82,0,search
O000175,P1004,U001292,2026-03-05,1,269.00,0,direct
O000176,P1004,U001364,2026-03-05,1,269.00,0,campaign
O000177,P1004,U001416,2026-03-05,1,242.10,0,search
O000178,P1004,U000874,2026-03-05,1,255.55,0,direct
O000179,P1004,U001519,2026-03-05,1,263.62,0,search
O000180,P1004,U000592,2026-03-05,2,511.10,0,campaign
O000181,P1005,U001313,2026-03-05,1,122.55,0,direct
O000182,P1005,U000341,2026-03-05,1,129.00,0,recommendation
O000183,P1005,U000997,2026-03-05,1,122.55,0,recommendation
O000184,P1005,U000671,2026-03-05,1,126.42,0,search
O000185,P1005,U000539,2026-03-05,1,122.55,0,campaign
O000186,P1005,U002151,2026-03-05,1,129.00,0,campaign
O000187,P1001,U000485,2026-03-06,1,391.02,0,direct
O000188,P1001,U001423,2026-03-06,1,379.05,0,campaign
O000189,P1001,U001127,2026-03-06,2,798.00,0,search
O000190,P1001,U000916,2026-03-06,1,379.05,0,search
O000191,P1001,U000316,2026-03-06,1,399.00,0,search
O000192,P1001,U002569,2026-03-06,1,399.00,0,direct
O000193,P1001,U000334,2026-03-06,1,391.02,0,search
O000194,P1001,U002174,2026-03-06,1,379.05,0,search
O000195,P1001,U001240,2026-03-06,1,379.05,0,direct
O000196,P1001,U002316,2026-03-06,1,391.02,0,recommendation
O000197,P1001,U002192,2026-03-06,1,391.02,0,search
O000198,P1001,U000030,2026-03-06,1,399.00,0,search
O000199,P1001,U000969,2026-03-06,1,379.05,0,campaign
O000200,P1001,U000727,2026-03-06,1,399.00,0,search
O000201,P1001,U000514,2026-03-06,1,379.05,0,campaign
O000202,P1002,U001084,2026-03-06,1,799.00,0,campaign
O000203,P1002,U000573,2026-03-06,1,719.10,0,campaign
O000204,P1002,U000578,2026-03-06,1,759.05,0,search
O000205,P1002,U000044,2026-03-06,1,799.00,0,search
O000206,P1002,U001972,2026-03-06,1,799.00,0,search
O000207,P1002,U000654,2026-03-06,1,799.00,0,recommendation
O000208,P1002,U000789,2026-03-06,1,783.02,0,recommendation
O000209,P1002,U002007,2026-03-06,1,783.02,1,recommendation
O000210,P1003,U002273,2026-03-06,1,413.10,0,campaign
O000211,P1003,U001255,2026-03-06,1,449.82,0,recommendation
O000212,P1003,U000844,2026-03-06,1,436.05,0,recommendation
O000213,P1003,U001321,2026-03-06,1,413.10,0,recommendation
O000214,P1003,U001589,2026-03-06,1,436.05,0,search
O000215,P1003,U001372,2026-03-06,1,436.05,0,recommendation
O000216,P1003,U001025,2026-03-06,2,826.20,0,campaign
O000217,P1004,U000735,2026-03-06,2,527.24,0,direct
O000218,P1004,U000604,2026-03-06,1,269.00,0,recommendation
O000219,P1004,U002091,2026-03-06,2,527.24,0,campaign
O000220,P1004,U002104,2026-03-06,1,255.55,0,campaign
O000221,P1004,U000350,2026-03-06,1,255.55,0,search
O000222,P1005,U000683,2026-03-06,2,258.00,0,direct
O000223,P1005,U000632,2026-03-06,1,116.10,0,search
O000224,P1005,U001157,2026-03-06,2,232.20,0,direct
O000225,P1005,U001279,2026-03-06,1,122.55,0,search
O000226,P1005,U000708,2026-03-06,1,126.42,0,recommendation
O000227,P1001,U002259,2026-03-07,1,391.02,0,direct
O000228,P1001,U000231,2026-03-07,1,379.05,1,recommendation
O000229,P1001,U000411,2026-03-07,1,399.00,0,search
O000230,P1001,U001462,2026-03-07,1,391.02,0,direct
O000231,P1001,U001412,2026-03-07,1,399.00,0,recommendation
O000232,P1001,U000488,2026-03-07,1,399.00,0,recommendation
O000233,P1001,U001723,2026-03-07,1,399.00,0,recommendation
O000234,P1001,U000608,2026-03-07,2,782.04,0,campaign
O000235,P1001,U001894,2026-03-07,2,782.04,0,recommendation
O000236,P1001,U000178,2026-03-07,1,399.00,0,search
O000237,P1001,U002204,2026-03-07,2,798.00,0,recommendation
O000238,P1001,U000141,2026-03-07,1,399.00,0,recommendation
O000239,P1001,U000271,2026-03-07,2,782.04,0,campaign
O000240,P1001,U000347,2026-03-07,2,798.00,0,campaign
O000241,P1002,U000515,2026-03-07,2,1566.04,0,recommendation
O000242,P1002,U001717,2026-03-07,1,719.10,0,campaign
O000243,P1002,U000367,2026-03-07,1,783.02,0,direct
O000244,P1002,U001916,2026-03-07,1,719.10,0,recommendation
O000245,P1002,U001326,2026-03-07,1,759.05,0,recommendation
O000246,P1002,U002593,2026-03-07,1,799.00,0,direct
O000247,P1002,U001817,2026-03-07,1,759.05,0,search
O000248,P1003,U000999,2026-03-07,1,449.82,0,recommendation
O000249,P1003,U001686,2026-03-07,1,413.10,0,recommendation
O000250,P1003,U001058,2026-03-07,1,449.82,0,search
O000251,P1003,U000030,2026-03-07,1,413.10,1,campaign
O000252,P1003,U001223,2026-03-07,1,449.82,0,search
O000253,P1003,U000667,2026-03-07,1,413.10,0,recommendation
O000254,P1004,U002370,2026-03-07,1,263.62,0,direct
O000255,P1004,U000150,2026-03-07,1,242.10,0,recommendation
O000256,P1004,U000954,2026-03-07,1,255.55,0,recommendation
O000257,P1004,U001627,2026-03-07,1,255.55,0,search
O000258,P1004,U000773,2026-03-07,1,269.00,0,campaign
O000259,P1005,U000124,2026-03-07,1,116.10,0,direct
O000260,P1005,U001446,2026-03-07,1,126.42,0,recommendation
O000261,P1005,U001074,2026-03-07,1,129.00,0,search
O000262,P1005,U000016,2026-03-07,2,245.10,0,search
O000263,P1001,U001631,2026-03-08,2,758.10,0,search
O000264,P1001,U000893,2026-03-08,1,391.02,0,recommendation
O000265,P1001,U001192,2026-03-08,1,391.02,0,direct
O000266,P1001,U002088,2026-03-08,1,391.02,0,search
O000267,P1001,U000185,2026-03-08,1,379.05,0,search
O000268,P1001,U002463,2026-03-08,2,798.00,0,campaign
O000269,P1001,U001599,2026-03-08,1,391.02,0,recommendation
O000270,P1001,U000744,2026-03-08,1,391.02,0,recommendation
O000271,P1001,U000868,2026-03-08,1,379.05,0,campaign
O000272,P1001,U001507,2026-03-08,2,798.00,0,recommendation
O000273,P1001,U001213,2026-03-08,2,798.00,0,recommendation
O000274,P1001,U000552,2026-03-08,1,379.05,1,search
O000275,P1001,U000722,2026-03-08,1,399.00,0,recommendation
O000276,P1001,U001102,2026-03-08,1,391.02,0,recommendation
O000277,P1001,U001659,2026-03-08,2,798.00,1,search
O000278,P1001,U000643,2026-03-08,1,391.02,0,recommendation
O000279,P1002,U000055,2026-03-08,1,783.02,0,search
O000280,P1002,U001803,2026-03-08,1,783.02,0,campaign
O000281,P1002,U000840,2026-03-08,1,719.10,1,campaign
O000282,P1002,U001289,2026-03-08,1,759.05,0,search
O000283,P1002,U000819,2026-03-08,1,719.10,0,campaign
O000284,P1002,U001627,2026-03-08,1,759.05,0,search
O000285,P1002,U000461,2026-03-08,1,799.00,0,recommendation
O000286,P1002,U001963,2026-03-08,1,759.05,0,recommendation
O000287,P1002,U002530,2026-03-08,2,1518.10,0,campaign
O000288,P1003,U001778,2026-03-08,2,826.20,0,search
O000289,P1003,U000341,2026-03-08,1,449.82,0,campaign
O000290,P1003,U001175,2026-03-08,1,413.10,0,direct
O000291,P1003,U000954,2026-03-08,1,459.00,0,search
O000292,P1003,U001209,2026-03-08,2,872.10,0,search
O000293,P1003,U001006,2026-03-08,2,826.20,0,campaign
O000294,P1004,U000740,2026-03-08,1,269.00,0,search
O000295,P1004,U001268,2026-03-08,1,269.00,0,recommendation
O000296,P1004,U002233,2026-03-08,1,263.62,0,search
O000297,P1004,U000500,2026-03-08,2,511.10,0,direct
O000298,P1004,U001134,2026-03-08,1,269.00,0,recommendation
O000299,P1004,U001192,2026-03-08,1,255.55,0,campaign
O000300,P1005,U000922,2026-03-08,1,126.42,0,campaign
O000301,P1005,U002169,2026-03-08,1,122.55,0,search
O000302,P1005,U002385,2026-03-08,1,122.55,0,direct
O000303,P1005,U001927,2026-03-08,2,232.20,0,recommendation
O000304,P1005,U000374,2026-03-08,1,126.42,0,recommendation
O000305,P1001,U002130,2026-03-09,1,391.02,0,campaign
O000306,P1001,U002368,2026-03-09,1,379.05,0,search
O000307,P1001,U001637,2026-03-09,1,391.02,0,search
O000308,P1001,U000898,2026-03-09,1,399.00,0,search
O000309,P1001,U001154,2026-03-09,1,399.00,0,search
O000310,P1001,U000694,2026-03-09,1,379.05,0,search
O000311,P1001,U000098,2026-03-09,1,399.00,0,recommendation
O000312,P1001,U002228,2026-03-09,1,379.05,0,direct
O000313,P1001,U001280,2026-03-09,1,379.05,0,search
O000314,P1001,U000213,2026-03-09,1,391.02,0,search
O000315,P1001,U002529,2026-03-09,1,379.05,0,recommendation
O000316,P1001,U000237,2026-03-09,1,399.00,0,search
O000317,P1001,U000689,2026-03-09,1,391.02,1,search
O000318,P1001,U000419,2026-03-09,1,391.02,0,search
O000319,P1001,U000870,2026-03-09,1,399.00,0,recommendation
O000320,P1002,U000176,2026-03-09,1,719.10,0,direct
O000321,P1002,U002266,2026-03-09,1,719.10,0,campaign
O000322,P1002,U000808,2026-03-09,1,759.05,0,direct
O000323,P1002,U000784,2026-03-09,2,1566.04,0,search
O000324,P1002,U002360,2026-03-09,1,783.02,0,recommendation
O000325,P1002,U001059,2026-03-09,1,783.02,0,direct
O000326,P1003,U001966,2026-03-09,1,449.82,0,recommendation
O000327,P1003,U001862,2026-03-09,1,459.00,0,recommendation
O000328,P1003,U001476,2026-03-09,1,459.00,0,recommendation
O000329,P1003,U002471,2026-03-09,1,436.05,0,search
O000330,P1003,U001827,2026-03-09,1,436.05,0,recommendation
O000331,P1004,U001664,2026-03-09,1,255.55,0,search
O000332,P1004,U001135,2026-03-09,1,255.55,0,direct
O000333,P1004,U002470,2026-03-09,1,269.00,0,campaign
O000334,P1004,U001950,2026-03-09,1,242.10,0,search
O000335,P1004,U001384,2026-03-09,1,269.00,0,campaign
O000336,P1004,U002043,2026-03-09,1,242.10,0,search
O000337,P1005,U001046,2026-03-09,1,129.00,0,search
O000338,P1005,U001420,2026-03-09,1,129.00,0,direct
O000339,P1005,U000051,2026-03-09,1,126.42,0,recommendation
O000340,P1005,U002258,2026-03-09,1,122.55,0,direct
O000341,P1005,U000747,2026-03-09,1,116.10,0,recommendation
O000342,P1005,U001977,2026-03-09,1,129.00,0,recommendation
O000343,P1001,U000809,2026-03-10,1,399.00,0,search
O000344,P1001,U001821,2026-03-10,1,391.02,0,search
O000345,P1001,U000880,2026-03-10,1,391.02,0,direct
O000346,P1001,U000763,2026-03-10,2,782.04,0,recommendation
O000347,P1001,U000046,2026-03-10,1,379.05,0,recommendation
O000348,P1001,U002512,2026-03-10,1,391.02,0,search
O000349,P1001,U001846,2026-03-10,1,399.00,0,search
O000350,P1001,U002493,2026-03-10,1,379.05,0,search
O000351,P1001,U002148,2026-03-10,1,379.05,0,search
O000352,P1001,U000747,2026-03-10,1,399.00,0,direct
O000353,P1001,U001887,2026-03-10,1,379.05,0,search
O000354,P1001,U000582,2026-03-10,1,399.00,0,search
O000355,P1001,U001482,2026-03-10,1,391.02,0,search
O000356,P1002,U000848,2026-03-10,1,799.00,0,search
O000357,P1002,U001967,2026-03-10,1,799.00,0,search
O000358,P1002,U001208,2026-03-10,1,799.00,0,recommendation
O000359,P1002,U002427,2026-03-10,1,719.10,0,search
O000360,P1002,U001995,2026-03-10,1,783.02,0,recommendation
O000361,P1002,U001941,2026-03-10,1,799.00,0,recommendation
O000362,P1002,U000215,2026-03-10,1,783.02,0,recommendation
O000363,P1003,U001314,2026-03-10,1,413.10,0,direct
O000364,P1003,U000100,2026-03-10,1,449.82,0,direct
O000365,P1003,U001841,2026-03-10,1,459.00,0,recommendation
O000366,P1003,U002335,2026-03-10,1,413.10,0,recommendation
O000367,P1003,U002365,2026-03-10,1,449.82,0,campaign
O000368,P1003,U001695,2026-03-10,1,449.82,0,search
O000369,P1003,U000297,2026-03-10,1,413.10,0,search
O000370,P1004,U001415,2026-03-10,1,242.10,0,search
O000371,P1004,U001102,2026-03-10,1,255.55,0,campaign
O000372,P1004,U000428,2026-03-10,1,255.55,0,direct
O000373,P1004,U000863,2026-03-10,1,269.00,0,search
O000374,P1004,U001453,2026-03-10,1,263.62,0,campaign
O000375,P1004,U000792,2026-03-10,1,269.00,0,recommendation
O000376,P1005,U000259,2026-03-10,2,245.10,0,direct
O000377,P1005,U000203,2026-03-10,1,126.42,0,campaign
O000378,P1005,U001853,2026-03-10,1,126.42,0,direct
O000379,P1005,U002379,2026-03-10,1,126.42,0,direct
O000380,P1005,U001862,2026-03-10,1,126.42,0,campaign
O000381,P1001,U001175,2026-03-11,1,391.02,0,search
O000382,P1001,U001702,2026-03-11,1,399.00,0,search
O000383,P1001,U002178,2026-03-11,1,379.05,0,campaign
O000384,P1001,U002135,2026-03-11,1,379.05,0,direct
O000385,P1001,U002006,2026-03-11,1,391.02,0,campaign
O000386,P1001,U001915,2026-03-11,1,391.02,0,recommendation
O000387,P1001,U000221,2026-03-11,2,758.10,1,search
O000388,P1001,U001809,2026-03-11,1,391.02,0,search
O000389,P1001,U002120,2026-03-11,1,391.02,0,search
O000390,P1001,U000304,2026-03-11,1,391.02,0,recommendation
O000391,P1001,U000768,2026-03-11,2,782.04,0,direct
O000392,P1001,U002242,2026-03-11,1,391.02,0,direct
O000393,P1001,U000976,2026-03-11,1,379.05,0,direct
O000394,P1001,U001405,2026-03-11,1,391.02,0,search
O000395,P1002,U000212,2026-03-11,1,759.05,0,campaign
O000396,P1002,U000788,2026-03-11,1,719.10,0,direct
O000397,P1002,U002334,2026-03-11,1,759.05,0,search
O000398,P1002,U001150,2026-03-11,2,1598.00,0,recommendation
O000399,P1002,U000404,2026-03-11,1,759.05,0,direct
O000400,P1002,U000438,2026-03-11,1,783.02,0,campaign
O000401,P1002,U002229,2026-03-11,1,799.00,0,campaign
O000402,P1003,U002227,2026-03-11,1,413.10,0,campaign
O000403,P1003,U000837,2026-03-11,1,449.82,0,search
O000404,P1003,U000704,2026-03-11,1,449.82,0,direct
O000405,P1003,U001101,2026-03-11,1,413.10,0,recommendation
O000406,P1003,U000779,2026-03-11,1,449.82,0,campaign
O000407,P1003,U002098,2026-03-11,1,459.00,0,search
O000408,P1003,U000745,2026-03-11,1,436.05,0,direct
O000409,P1004,U001922,2026-03-11,1,263.62,0,campaign
O000410,P1004,U001653,2026-03-11,2,538.00,0,search
O000411,P1004,U000355,2026-03-11,1,255.55,0,search
O000412,P1004,U000558,2026-03-11,1,255.55,0,search
O000413,P1004,U001584,2026-03-11,1,263.62,0,campaign
O000414,P1004,U001563,2026-03-11,1,242.10,0,campaign
O000415,P1005,U001368,2026-03-11,1,126.42,0,recommendation
O000416,P1005,U001842,2026-03-11,1,122.55,0,search
O000417,P1005,U002409,2026-03-11,1,122.55,0,recommendation
O000418,P1005,U001899,2026-03-11,1,116.10,0,search
O000419,P1005,U001253,2026-03-11,1,126.42,0,search
O000420,P1001,U001102,2026-03-12,1,391.02,0,recommendation
O000421,P1001,U000847,2026-03-12,1,399.00,0,search
O000422,P1001,U000933,2026-03-12,1,391.02,0,direct
O000423,P1001,U001033,2026-03-12,1,391.02,0,recommendation
O000424,P1001,U000777,2026-03-12,1,391.02,0,search
O000425,P1001,U001378,2026-03-12,1,379.05,0,search
O000426,P1001,U001937,2026-03-12,1,391.02,0,direct
O000427,P1001,U000769,2026-03-12,1,379.05,0,campaign
O000428,P1001,U000720,2026-03-12,2,758.10,0,search
O000429,P1001,U002441,2026-03-12,1,399.00,0,recommendation
O000430,P1001,U001446,2026-03-12,1,399.00,0,direct
O000431,P1001,U001329,2026-03-12,2,798.00,1,recommendation
O000432,P1001,U000464,2026-03-12,1,399.00,0,search
O000433,P1001,U000855,2026-03-12,1,391.02,0,campaign
O000434,P1001,U000988,2026-03-12,1,391.02,0,recommendation
O000435,P1001,U000470,2026-03-12,1,379.05,0,search
O000436,P1002,U001041,2026-03-12,1,799.00,0,campaign
O000437,P1002,U001512,2026-03-12,1,719.10,0,search
O000438,P1002,U001213,2026-03-12,1,719.10,0,campaign
O000439,P1002,U001961,2026-03-12,2,1518.10,0,recommendation
O000440,P1002,U002579,2026-03-12,1,759.05,0,campaign
O000441,P1002,U000295,2026-03-12,1,719.10,0,direct
O000442,P1002,U000539,2026-03-12,1,759.05,0,search
O000443,P1002,U001937,2026-03-12,1,799.00,0,recommendation
O000444,P1003,U001225,2026-03-12,1,436.05,0,campaign
O000445,P1003,U000803,2026-03-12,1,436.05,0,search
O000446,P1003,U001862,2026-03-12,1,459.00,0,search
O000447,P1003,U001351,2026-03-12,2,872.10,0,recommendation
O000448,P1003,U001669,2026-03-12,1,459.00,0,search
O000449,P1003,U001546,2026-03-12,2,918.00,1,campaign
O000450,P1004,U002178,2026-03-12,2,538.00,0,search
O000451,P1004,U002566,2026-03-12,1,269.00,0,recommendation
O000452,P1004,U001441,2026-03-12,1,255.55,0,recommendation
O000453,P1004,U000975,2026-03-12,1,269.00,0,direct
O000454,P1005,U001610,2026-03-12,1,126.42,0,search
O000455,P1005,U002157,2026-03-12,1,116.10,0,campaign
O000456,P1005,U002593,2026-03-12,1,129.00,0,recommendation
O000457,P1005,U002280,2026-03-12,1,126.42,0,recommendation
